City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
230,Sabha,LY,27.0377,14.4283,71.67,17,0,11.1,clear sky,2022-05-16 00:29:08
231,Nanyuki,KE,0.0167,37.0728,54.66,82,5,7.56,clear sky,2022-05-16 00:34:02
232,Cocorit,MX,27.5833,-109.9667,88.14,14,81,9.42,broken clouds,2022-05-16 00:34:02
233,Zeya,RU,53.75,127.2667,47.7,26,7,9.6,clear sky,2022-05-16 00:33:08
234,Cockburn Town,TC,21.4612,-71.1419,79.02,83,100,19.8,overcast clouds,2022-05-16 00:34:03
235,Kudat,MY,6.8837,116.8477,84.29,79,20,1.14,few clouds,2022-05-16 00:34:03
236,Kodinsk,RU,58.6881,99.1844,66.7,33,14,1.28,few clouds,2022-05-16 00:34:03
237,Sambava,MG,-14.2667,50.1667,70.68,79,17,9.42,few clouds,2022-05-16 00:29:06
238,Changping,CN,40.2186,116.2197,67.64,13,0,6.35,clear sky,2022-05-16 00:34:04
239,Bria,CF,6.5423,21.9863,69.46,82,37,3.89,scattered clouds,2022-05-16 00:34:04
240,Staryy Nadym,RU,65.6118,72.6842,47.01,81,24,7.43,few clouds,2022-05-16 00:34:05
241,Kikuyu,KE,-1.2458,36.6633,59.97,77,75,0.0,broken clouds,2022-05-16 00:34:05
242,Collipulli,CL,-37.95,-72.4333,45.59,62,98,2.84,overcast clouds,2022-05-16 00:34:06
243,Arrecife,ES,28.963,-13.5477,67.98,77,20,8.05,few clouds,2022-05-16 00:34:06
244,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,87,0,6.91,clear sky,2022-05-16 00:34:06
245,College,US,64.8569,-147.8028,52.29,46,75,12.66,broken clouds,2022-05-16 00:34:07
246,Port Hardy,CA,50.6996,-127.4199,48.38,93,100,3.44,light rain,2022-05-16 00:29:29
247,Grand Haven,US,43.0631,-86.2284,65.08,66,100,0.0,overcast clouds,2022-05-16 00:34:07
248,Hailey,US,43.5196,-114.3153,71.8,31,0,11.01,clear sky,2022-05-16 00:34:08
249,Haines Junction,CA,60.7522,-137.5108,48.15,46,100,3.44,overcast clouds,2022-05-16 00:34:08
250,Baruun-Urt,MN,46.6806,113.2792,59.32,24,99,13.71,overcast clouds,2022-05-16 00:34:09
251,Korla,CN,41.7597,86.1469,71.29,17,100,8.08,overcast clouds,2022-05-16 00:34:09
252,Hami,CN,42.8,93.45,69.8,6,98,11.79,overcast clouds,2022-05-16 00:34:09
253,Kourou,GF,5.1552,-52.6478,80.11,94,100,7.92,moderate rain,2022-05-16 00:34:10
254,Wajir,KE,1.7471,40.0573,77.32,70,100,12.41,overcast clouds,2022-05-16 00:34:10
255,Turhal,TR,40.3875,36.0811,50.61,77,27,1.23,scattered clouds,2022-05-16 00:34:11
256,Bethel,US,41.3712,-73.414,70.18,79,67,4.97,broken clouds,2022-05-16 00:34:11
257,Awjilah,LY,29.1081,21.2869,70.52,34,0,9.78,clear sky,2022-05-16 00:34:11
258,Honningsvag,NO,70.9821,25.9704,38.95,81,100,14.97,overcast clouds,2022-05-16 00:34:12
259,Zemio,CF,5.0314,25.1361,69.76,98,100,3.4,light rain,2022-05-16 00:34:12
260,Tabou,CI,4.423,-7.3528,78.64,88,100,6.8,light rain,2022-05-16 00:34:13
261,Ilulissat,GL,69.2167,-51.1,21.22,63,27,0.0,scattered clouds,2022-05-16 00:34:15
262,Sur,OM,22.5667,59.5289,82.36,59,0,5.26,clear sky,2022-05-16 00:34:15
263,Umm Lajj,SA,25.0213,37.2685,83.66,51,0,10.11,clear sky,2022-05-16 00:34:16
264,Shingu,JP,33.7333,135.9833,58.93,85,100,2.98,light rain,2022-05-16 00:34:16
265,Ponta Delgada,PT,37.7333,-25.6667,65.5,77,75,31.07,broken clouds,2022-05-16 00:34:17
266,Gao,ML,16.6362,1.637,90.91,25,75,7.52,broken clouds,2022-05-16 00:34:17
267,Buncrana,IE,55.1333,-7.45,54.88,96,100,12.84,overcast clouds,2022-05-16 00:34:17
268,Alindao,CF,5.0267,21.2088,71.47,86,14,2.26,few clouds,2022-05-16 00:34:18
269,Hovd,MN,48.0056,91.6419,62.98,19,100,1.57,overcast clouds,2022-05-16 00:34:18
270,Tiradentes,BR,-21.1103,-44.1781,57.65,95,29,3.09,scattered clouds,2022-05-16 00:34:19
271,Bilma,NE,18.6853,12.9164,78.71,19,0,12.44,clear sky,2022-05-16 00:34:19
272,Anadyr,RU,64.75,177.4833,43.3,65,0,15.66,clear sky,2022-05-16 00:34:20
273,Sile,TR,41.1754,29.6133,59.58,77,67,1.01,broken clouds,2022-05-16 00:34:20
274,Polis,CY,35.0367,32.4264,62.42,83,0,6.13,clear sky,2022-05-16 00:34:21
275,Parintins,BR,-2.6283,-56.7358,75.47,97,100,2.98,moderate rain,2022-05-16 00:34:21
276,Domoni,KM,-12.2569,44.5319,78.28,74,5,10.27,clear sky,2022-05-16 00:35:21
277,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,94,40,43.28,scattered clouds,2022-05-16 00:35:22
278,Shache,CN,38.4167,77.2406,64.71,45,100,6.38,overcast clouds,2022-05-16 00:35:22
279,Lere,NG,10.387,8.5726,74.75,61,46,4.59,scattered clouds,2022-05-16 00:35:23
280,Harper,LR,4.375,-7.7169,78.58,88,100,7.18,light rain,2022-05-16 00:35:23
281,Tual,ID,-5.6667,132.75,82.65,75,100,10.22,moderate rain,2022-05-16 00:31:19
282,Konakovo,RU,56.7,36.7667,40.14,93,54,8.43,broken clouds,2022-05-16 00:35:24
283,Atar,MR,20.5169,-13.0499,89.8,15,100,8.86,overcast clouds,2022-05-16 00:35:24
284,Faanui,PF,-16.4833,-151.75,80.46,72,22,7.85,few clouds,2022-05-16 00:35:24
285,Constitucion,CL,-35.3333,-72.4167,56.01,57,100,3.71,overcast clouds,2022-05-16 00:31:47
286,Pangoa,PE,-12.1167,-73.0,68.79,98,100,1.86,overcast clouds,2022-05-16 00:35:25
287,Najran,SA,17.4924,44.1277,66.85,9,5,1.7,clear sky,2022-05-16 00:35:25
288,Arcachon,FR,44.5875,-1.0519,64.72,94,91,0.0,overcast clouds,2022-05-16 00:35:26
289,Keti Bandar,PK,24.1447,67.4497,81.86,82,0,19.66,clear sky,2022-05-16 00:35:26
290,Tautira,PF,-17.7333,-149.15,81.25,72,100,14.41,light rain,2022-05-16 00:35:26
291,Nantucket,US,41.2835,-70.0995,58.01,98,100,9.22,fog,2022-05-16 00:30:47
292,Karratha,AU,-20.7377,116.8463,78.31,30,9,18.9,clear sky,2022-05-16 00:35:27
293,Saint George,US,37.1041,-113.5841,94.62,5,100,8.99,overcast clouds,2022-05-16 00:35:15
294,Hailar,CN,49.2,119.7,58.23,28,6,8.93,clear sky,2022-05-16 00:31:04
295,Chokwe,MZ,-24.5333,32.9833,63.77,97,19,6.82,few clouds,2022-05-16 00:35:28
296,Koster,ZA,-25.863,26.8976,49.75,88,44,5.28,scattered clouds,2022-05-16 00:35:28
297,Gaziantep,TR,37.0594,37.3825,49.93,93,0,0.0,clear sky,2022-05-16 00:35:29
298,Sao Filipe,CV,14.8961,-24.4956,75.34,75,100,8.12,overcast clouds,2022-05-16 00:35:29
299,Sinop,TR,41.7711,34.8709,51.13,60,5,4.56,clear sky,2022-05-16 00:32:40
300,Solnechnyy,RU,50.7214,136.6319,48.9,56,97,3.94,overcast clouds,2022-05-16 00:35:30
301,Bambous Virieux,MU,-20.3428,57.7575,73.65,88,40,11.5,moderate rain,2022-05-16 00:35:30
302,Banjarmasin,ID,-3.3244,114.591,77.14,83,54,2.8,broken clouds,2022-05-16 00:35:30
303,Yar-Sale,RU,66.8333,70.8333,37.92,98,99,8.63,overcast clouds,2022-05-16 00:35:31
304,Basco,PH,20.4487,121.9702,81.21,81,100,15.03,heavy intensity rain,2022-05-16 00:35:31
305,Bonthe,SL,7.5264,-12.505,81.09,87,100,5.17,overcast clouds,2022-05-16 00:35:32
306,Grove City,US,39.8815,-83.093,79.07,50,0,4.61,clear sky,2022-05-16 00:35:32
307,Vaitape,PF,-16.5167,-151.75,80.46,72,23,7.85,few clouds,2022-05-16 00:35:32
308,Mangai,CD,-4.05,19.5333,70.97,83,35,0.56,scattered clouds,2022-05-16 00:35:33
309,Klaksvik,FO,62.2266,-6.589,45.52,97,80,11.23,broken clouds,2022-05-16 00:33:17
310,Bahawalpur,PK,29.4,71.6833,85.33,36,0,13.82,clear sky,2022-05-16 00:35:37
311,Kang,BW,-23.6752,22.7876,59.94,41,6,8.12,clear sky,2022-05-16 00:35:37
312,Kaduqli,SD,11.0167,29.7167,79.68,62,100,10.16,overcast clouds,2022-05-16 00:35:37
313,Santarem,BR,-2.4431,-54.7083,78.93,94,40,3.44,moderate rain,2022-05-16 00:35:38
314,Jaru,BR,-10.4389,-62.4664,74.55,92,100,1.81,overcast clouds,2022-05-16 00:35:38
315,Yerofey Pavlovich,RU,53.9667,121.9667,51.24,38,99,10.07,overcast clouds,2022-05-16 00:35:39
316,Quatre Cocos,MU,-20.2078,57.7625,73.51,85,45,11.03,moderate rain,2022-05-16 00:35:39
317,Batagay,RU,67.6333,134.6333,28.11,73,100,5.26,overcast clouds,2022-05-16 00:31:14
318,Bairiki,KI,1.3292,172.9752,86.0,70,40,9.22,scattered clouds,2022-05-16 00:35:40
319,Cabo San Lucas,MX,22.8909,-109.9124,94.3,14,40,12.66,scattered clouds,2022-05-16 00:34:06
320,Sangueya,GN,10.7,-14.3667,77.41,92,13,3.69,few clouds,2022-05-16 00:35:40
321,Vardo,NO,70.3705,31.1107,37.38,81,100,9.22,overcast clouds,2022-05-16 00:35:41
322,Carnarvon,AU,-24.8667,113.6333,67.71,36,0,9.35,clear sky,2022-05-16 00:34:48
323,Kuytun,RU,54.3419,101.5036,63.12,35,100,5.93,overcast clouds,2022-05-16 00:36:41
324,Mercedes,AR,-34.6515,-59.4307,53.78,50,100,12.12,overcast clouds,2022-05-16 00:36:41
325,Gadarwara,IN,22.9167,78.7833,90.05,26,10,6.8,clear sky,2022-05-16 00:36:42
326,Sabang,ID,5.8933,95.3214,83.59,76,100,17.45,overcast clouds,2022-05-16 00:36:46
327,Port Lincoln,AU,-34.7333,135.8667,60.39,60,70,17.87,broken clouds,2022-05-16 00:36:46
328,Taoudenni,ML,22.6783,-3.9836,88.95,6,78,15.3,broken clouds,2022-05-16 00:36:47
329,Nampula,MZ,-15.1165,39.2666,66.15,94,40,8.05,scattered clouds,2022-05-16 00:36:47
330,Mayo,US,38.8876,-76.5119,71.96,91,40,0.0,scattered clouds,2022-05-16 00:36:48
331,Ugoofaaru,MV,5.6667,73.0,80.74,84,100,19.44,moderate rain,2022-05-16 00:36:48
332,Mazatlan,MX,23.2167,-106.4167,84.16,74,0,8.05,clear sky,2022-05-16 00:33:04
333,Touros,BR,-5.1989,-35.4608,77.25,89,79,8.1,broken clouds,2022-05-16 00:36:49
334,Wahiawa,US,21.5028,-158.0236,78.21,67,100,9.22,overcast clouds,2022-05-16 00:32:25
335,Alofi,NU,-19.0595,-169.9187,78.69,61,40,11.5,scattered clouds,2022-05-16 00:36:49
336,Bondoukou,CI,8.0333,-2.8,73.29,93,15,4.36,few clouds,2022-05-16 00:36:49
337,Havelock,US,34.8791,-76.9013,73.94,87,66,3.0,broken clouds,2022-05-16 00:36:50
338,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.04,86,32,13.71,scattered clouds,2022-05-16 00:36:50
339,Derzhavinsk,KZ,51.1,66.3167,58.98,63,100,14.05,overcast clouds,2022-05-16 00:36:51
340,Nikolskoye,RU,59.7035,30.7861,47.88,89,100,7.63,overcast clouds,2022-05-16 00:36:51
341,Barinas,VE,8.6226,-70.2075,93.24,52,100,3.44,overcast clouds,2022-05-16 00:36:52
342,Batemans Bay,AU,-35.7167,150.1833,63.1,47,0,6.71,clear sky,2022-05-16 00:36:52
343,Xian,CN,34.2583,108.9286,63.41,33,74,2.91,broken clouds,2022-05-16 00:32:32
344,Lianzhou,CN,24.7811,112.3825,60.67,90,100,5.93,overcast clouds,2022-05-16 00:36:52
345,Otane,NZ,-39.8833,176.6333,61.02,94,100,2.39,overcast clouds,2022-05-16 00:32:56
346,Fortuna,US,40.5982,-124.1573,66.92,67,20,14.97,few clouds,2022-05-16 00:36:53
347,Guapore,BR,-28.8456,-51.8903,52.72,99,100,4.05,overcast clouds,2022-05-16 00:36:53
348,Sesheke,ZM,-17.4759,24.2968,54.55,50,0,5.88,clear sky,2022-05-16 00:36:54
349,Phalaborwa,ZA,-23.943,31.1411,61.88,91,42,7.74,scattered clouds,2022-05-16 00:36:54
350,Makakilo City,US,21.3469,-158.0858,80.01,64,100,12.66,overcast clouds,2022-05-16 00:32:21
351,Port-Gentil,GA,-0.7193,8.7815,80.2,87,100,11.27,light rain,2022-05-16 00:32:53
352,Luderitz,NA,-26.6481,15.1594,71.6,27,44,7.18,scattered clouds,2022-05-16 00:36:55
353,Songkhla,TH,6.8333,100.6667,83.84,89,100,5.93,overcast clouds,2022-05-16 00:36:55
354,Sitka,US,57.0531,-135.33,55.29,44,0,13.8,clear sky,2022-05-16 00:36:55
355,Ierapetra,GR,35.01,25.7353,65.14,53,0,4.0,clear sky,2022-05-16 00:36:56
356,Vanavara,RU,60.34,102.2797,62.11,38,0,2.82,clear sky,2022-05-16 00:36:56
357,Ciudad Bolivar,VE,8.1222,-63.5497,82.36,70,95,12.17,overcast clouds,2022-05-16 00:36:57
358,Kefalos,GR,36.7453,26.9589,62.82,82,0,9.22,clear sky,2022-05-16 00:36:57
359,Mitsamiouli,KM,-11.3847,43.2844,79.43,69,6,6.08,clear sky,2022-05-16 00:36:58
360,Oktyabrskoye,RU,43.0645,44.7417,51.94,81,100,4.47,overcast clouds,2022-05-16 00:36:58
361,Lifford,IE,54.8319,-7.4836,55.33,97,100,11.16,overcast clouds,2022-05-16 00:36:58
362,Marawi,PH,7.9986,124.2928,78.6,73,98,0.31,overcast clouds,2022-05-16 00:32:36
363,Gold Coast,AU,-28.0,153.4333,78.91,91,75,5.75,broken clouds,2022-05-16 00:36:06
364,Muisne,EC,0.6,-80.0333,78.26,88,100,10.67,light rain,2022-05-16 00:36:59
365,Mizan Teferi,ET,6.9833,35.5833,60.8,96,78,2.3,broken clouds,2022-05-16 00:36:59
366,Kastamonu,TR,41.5,33.6667,46.56,67,42,3.0,scattered clouds,2022-05-16 00:37:00
367,Hervey Bay,AU,-25.2986,152.8535,79.02,88,0,3.0,clear sky,2022-05-16 00:37:00
368,Padre Bernardo,BR,-15.35,-48.5,74.16,54,100,2.62,overcast clouds,2022-05-16 00:37:01
369,Ancud,CL,-41.8697,-73.8203,46.6,76,100,9.84,overcast clouds,2022-05-16 00:38:01
370,Aksarka,RU,66.5606,67.7975,45.37,86,75,10.92,broken clouds,2022-05-16 00:38:01
371,Maracas,BR,-13.4411,-40.4308,63.72,93,100,3.49,overcast clouds,2022-05-16 00:38:02
372,Sesimbra,PT,38.4445,-9.1015,65.77,94,95,10.27,overcast clouds,2022-05-16 00:38:02
373,Aitape,PG,-3.1374,142.3475,85.42,66,86,2.57,overcast clouds,2022-05-16 00:38:03
374,San Jose,US,37.3394,-121.895,77.09,56,75,14.97,broken clouds,2022-05-16 00:37:39
375,Cravo Norte,CO,6.3017,-70.2041,80.85,70,100,5.14,overcast clouds,2022-05-16 00:38:03
376,Maracacume,BR,-2.0428,-45.9592,74.82,95,100,3.04,overcast clouds,2022-05-16 00:38:04
377,Tromso,NO,69.6496,18.957,35.62,87,100,11.5,light snow,2022-05-16 00:38:04
378,Kuusankoski,FI,60.907,26.6244,45.41,72,0,5.75,clear sky,2022-05-16 00:38:04
379,Masuguru,TZ,-11.3667,38.4167,66.36,87,0,2.01,clear sky,2022-05-16 00:38:05
380,Teguise,ES,29.0605,-13.564,64.62,77,20,8.05,few clouds,2022-05-16 00:38:05
381,Leningradskiy,RU,69.3833,178.4167,26.91,76,100,3.67,overcast clouds,2022-05-16 00:38:06
382,Turukhansk,RU,65.8167,87.9833,57.4,58,100,6.82,overcast clouds,2022-05-16 00:38:06
383,Bogandinskiy,RU,56.8937,65.8938,50.52,87,100,7.29,overcast clouds,2022-05-16 00:38:07
384,Gamba,GA,-2.65,10.0,77.25,93,100,5.06,overcast clouds,2022-05-16 00:38:07
385,Gat,IL,31.61,34.7642,65.39,86,38,0.81,scattered clouds,2022-05-16 00:38:07
386,Havoysund,NO,70.9963,24.6622,39.43,98,100,15.21,overcast clouds,2022-05-16 00:38:08
387,Yerbogachen,RU,61.2767,108.0108,58.3,49,61,6.08,broken clouds,2022-05-16 00:38:08
388,Sikeston,US,36.8767,-89.5879,71.64,83,0,3.44,clear sky,2022-05-16 00:38:09
389,Port Hueneme,US,34.1478,-119.1951,91.2,60,0,16.11,clear sky,2022-05-16 00:38:09
390,Araouane,ML,18.9048,-3.5265,84.22,9,0,7.11,clear sky,2022-05-16 00:38:10
391,Sakakah,SA,29.9697,40.2064,76.57,28,20,9.13,few clouds,2022-05-16 00:38:10
392,Tchollire,CM,8.4022,14.1698,76.35,76,100,2.13,overcast clouds,2022-05-16 00:38:10
393,Xining,CN,36.6167,101.7667,41.41,64,7,2.13,clear sky,2022-05-16 00:38:11
394,Wanaka,NZ,-44.7,169.15,52.11,80,2,1.01,clear sky,2022-05-16 00:38:09
395,Palembang,ID,-2.9167,104.7458,77.09,88,20,0.0,few clouds,2022-05-16 00:38:11
396,Ambad,IN,19.6167,75.8,84.79,40,47,1.41,scattered clouds,2022-05-16 00:38:12
397,Dhidhdhoo,MV,6.8833,73.1,82.09,82,100,20.0,overcast clouds,2022-05-16 00:38:12
398,Guarapari,BR,-20.6667,-40.4975,70.81,85,75,12.1,broken clouds,2022-05-16 00:38:13
399,Madang,PG,-5.2246,145.7966,85.66,63,53,1.07,broken clouds,2022-05-16 00:38:13
400,Ketchikan,US,55.3422,-131.6461,48.67,87,100,8.05,light rain,2022-05-16 00:38:14
401,Siderno,IT,38.2779,16.302,65.34,59,72,7.2,broken clouds,2022-05-16 00:38:14
402,Aripuana,BR,-9.1667,-60.6333,75.33,93,91,1.39,overcast clouds,2022-05-16 00:38:15
403,Areosa,PT,41.7178,-8.8571,60.75,93,98,18.3,overcast clouds,2022-05-16 00:38:15
404,San Miguel,SV,13.4833,-88.1833,89.26,66,0,6.91,clear sky,2022-05-16 00:38:16
405,Mackay,AU,-21.15,149.2,83.68,72,0,6.29,clear sky,2022-05-16 00:33:18
406,Coihaique,CL,-45.5752,-72.0662,36.21,93,40,0.0,scattered clouds,2022-05-16 00:37:07
407,Lata,PT,40.1629,-8.3327,59.92,91,100,4.34,overcast clouds,2022-05-16 00:38:16
408,Lormont,FR,44.875,-0.5178,64.4,94,97,2.3,overcast clouds,2022-05-16 00:38:17
409,Bathsheba,BB,13.2167,-59.5167,81.21,83,75,21.85,broken clouds,2022-05-16 00:38:17
410,Tarnogskiy Gorodok,RU,60.4997,43.5761,44.98,98,100,2.62,overcast clouds,2022-05-16 00:38:17
411,Ha Tinh,VN,18.3333,105.9,66.65,95,100,10.29,overcast clouds,2022-05-16 00:38:07
412,Richards Bay,ZA,-28.783,32.0377,64.58,87,44,2.39,scattered clouds,2022-05-16 00:38:18
413,Kintampo,GH,8.0563,-1.7306,74.64,87,88,4.03,overcast clouds,2022-05-16 00:38:18
414,Passos,BR,-20.7189,-46.6097,61.23,95,85,1.01,overcast clouds,2022-05-16 00:34:10
415,Laguna,US,38.421,-121.4238,89.46,46,0,19.57,clear sky,2022-05-16 00:33:26
416,Tazmalt,DZ,36.3868,4.3989,72.19,48,51,3.27,broken clouds,2022-05-16 00:39:19
417,Baft,IR,29.234,56.6057,53.78,19,0,7.18,clear sky,2022-05-16 00:39:19
418,Oriximina,BR,-1.7656,-55.8661,75.74,94,100,2.19,heavy intensity rain,2022-05-16 00:39:20
419,Reconquista,AR,-29.15,-59.65,50.14,58,0,6.71,clear sky,2022-05-16 00:39:20
420,Abeokuta,NG,7.15,3.35,76.37,96,99,2.68,overcast clouds,2022-05-16 00:39:20
421,Nosy Varika,MG,-20.5833,48.5333,66.34,87,5,7.52,clear sky,2022-05-16 00:39:21
422,Hwange,ZW,-18.3693,26.5019,59.9,59,0,2.68,clear sky,2022-05-16 00:39:21
423,Bombay,IN,19.0144,72.8479,84.18,84,40,4.61,haze,2022-05-16 00:35:29
424,Gladstone,AU,-23.85,151.25,78.78,73,100,4.61,overcast clouds,2022-05-16 00:39:22
425,Kununurra,AU,-15.7667,128.7333,82.38,69,0,2.3,clear sky,2022-05-16 00:39:22
426,Guadalajara,MX,20.6667,-103.3333,85.77,17,75,9.22,broken clouds,2022-05-16 00:34:42
427,Bahile,PH,9.9995,118.7878,82.27,75,91,2.55,overcast clouds,2022-05-16 00:39:23
428,Paita,PE,-5.0892,-81.1144,67.15,79,68,15.9,broken clouds,2022-05-16 00:39:23
429,Aloleng,PH,16.1307,119.7824,85.08,68,100,3.69,overcast clouds,2022-05-16 00:39:24
430,Lusambo,CD,-4.9667,23.45,70.72,80,8,0.94,clear sky,2022-05-16 00:39:24
431,Itarema,BR,-2.9248,-39.9167,76.69,91,82,9.62,broken clouds,2022-05-16 00:38:46
432,Tulun,RU,54.5611,100.5792,67.05,30,100,8.16,overcast clouds,2022-05-16 00:39:24
433,Berlevag,NO,70.8578,29.0864,37.35,75,100,13.8,overcast clouds,2022-05-16 00:35:34
434,Paamiut,GL,61.994,-49.6678,32.86,76,5,9.84,clear sky,2022-05-16 00:39:25
435,Kalmunai,LK,7.4167,81.8167,79.74,77,19,5.77,few clouds,2022-05-16 00:39:25
436,Sicuani,PE,-14.2694,-71.2261,46.45,61,1,3.56,clear sky,2022-05-16 00:39:26
437,Yulara,AU,-25.2406,130.9889,68.95,27,1,14.74,clear sky,2022-05-16 00:39:26
438,Kirakira,SB,-10.4544,161.9205,83.53,75,26,2.44,scattered clouds,2022-05-16 00:39:27
439,Sao Gotardo,BR,-19.3111,-46.0489,59.63,89,71,3.87,broken clouds,2022-05-16 00:39:27
440,Malmo,SE,55.6059,13.0007,46.29,80,37,5.08,scattered clouds,2022-05-16 00:39:27
441,Port Blair,IN,11.6667,92.75,83.75,77,95,7.07,overcast clouds,2022-05-16 00:39:28
442,Hadejia,NG,12.4498,10.0444,82.58,19,16,6.04,few clouds,2022-05-16 00:39:28
443,Ostrovnoy,RU,68.0531,39.5131,34.77,87,21,6.24,few clouds,2022-05-16 00:39:29
444,Sola,VU,-13.8833,167.55,84.87,74,100,6.91,overcast clouds,2022-05-16 00:39:29
445,Nogliki,RU,51.8333,143.1667,33.17,100,100,4.45,light snow,2022-05-16 00:39:29
446,Saint-Pierre,RE,-21.3393,55.4781,70.92,68,75,5.75,broken clouds,2022-05-16 00:39:30
447,Tucurui,BR,-3.7661,-49.6725,75.87,94,100,2.19,overcast clouds,2022-05-16 00:39:30
448,Saint-Ambroise,CA,48.5501,-71.3324,57.74,95,100,9.4,overcast clouds,2022-05-16 00:39:30
449,Camacupa,AO,-12.0167,17.4833,61.86,55,63,2.42,broken clouds,2022-05-16 00:39:31
450,Souillac,MU,-20.5167,57.5167,73.78,88,40,11.5,light rain,2022-05-16 00:39:31
451,Nizhneangarsk,RU,55.7833,109.55,43.65,62,47,0.74,scattered clouds,2022-05-16 00:39:32
452,Mersing,MY,2.4312,103.8405,76.91,94,40,5.75,scattered clouds,2022-05-16 00:39:36
453,Cairns,AU,-16.9167,145.7667,84.07,70,40,5.75,scattered clouds,2022-05-16 00:39:37
454,Te Anau,NZ,-45.4167,167.7167,57.76,60,14,3.71,few clouds,2022-05-16 00:39:37
455,Bafq,IR,31.6128,55.4107,70.59,14,0,5.44,clear sky,2022-05-16 00:39:37
456,Macusani,PE,-14.0833,-70.4333,35.4,92,75,4.81,broken clouds,2022-05-16 00:39:38
457,Artvin,TR,41.1667,41.8333,51.82,83,100,4.61,light rain,2022-05-16 00:39:38
458,Nalut,LY,30.3333,10.85,72.14,19,78,7.58,broken clouds,2022-05-16 00:39:39
459,Kibala,TD,9.1104,18.3463,76.95,83,20,0.0,few clouds,2022-05-16 00:39:39
