City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
460,Basag,PH,8.9247,125.6178,83.89,69,100,5.3,overcast clouds,2022-05-16 00:39:39
461,Thunder Bay,CA,48.4001,-89.3168,64.38,36,100,10.36,overcast clouds,2022-05-16 00:39:34
462,Muslyumovo,RU,55.3033,53.1947,50.38,93,100,4.45,light rain,2022-05-16 00:40:40
463,Mount Isa,AU,-20.7333,139.5,76.77,44,0,12.66,clear sky,2022-05-16 00:40:40
464,Inndyr,NO,67.0338,14.0276,39.24,86,100,10.04,overcast clouds,2022-05-16 00:40:41
465,Ola,RU,59.5833,151.2833,41.14,84,86,26.93,overcast clouds,2022-05-16 00:40:41
466,Garissa,KE,-0.4536,39.6401,75.76,77,60,18.43,broken clouds,2022-05-16 00:40:41
467,Killybegs,IE,54.6333,-8.45,55.45,94,100,12.55,overcast clouds,2022-05-16 00:40:42
468,Donja Dubica,BA,45.075,18.4114,59.27,71,2,3.13,clear sky,2022-05-16 00:40:42
469,Kulhudhuffushi,MV,6.6221,73.07,81.84,82,100,21.21,overcast clouds,2022-05-16 00:40:43
470,Zheleznodorozhnyy,RU,55.7503,38.0042,48.22,87,97,10.45,overcast clouds,2022-05-16 00:40:43
471,Boguchany,RU,58.3814,97.4531,64.8,46,100,1.32,overcast clouds,2022-05-16 00:40:44
472,Shwebo,MM,22.5667,95.7,84.97,66,74,12.26,broken clouds,2022-05-16 00:40:44
473,Aksarayskiy,RU,46.7924,48.0119,59.59,59,15,5.84,few clouds,2022-05-16 00:40:44
474,Lagunas,PE,-5.2269,-75.6753,72.81,97,97,1.05,overcast clouds,2022-05-16 00:40:45
475,Lakes Entrance,AU,-37.8811,147.981,66.16,51,58,9.95,broken clouds,2022-05-16 00:40:45
476,Muros,ES,42.7762,-9.0603,66.16,89,100,17.05,overcast clouds,2022-05-16 00:40:03
477,Terrace Bay,CA,48.7834,-87.1,43.34,79,51,2.84,broken clouds,2022-05-16 00:40:46
478,Loiza,PR,18.4313,-65.8802,80.6,81,40,11.5,scattered clouds,2022-05-16 00:40:46
479,Serenje,ZM,-13.2325,30.2352,51.55,83,0,7.56,clear sky,2022-05-16 00:40:47
480,Sajanan,TN,37.0573,9.2426,58.12,59,30,2.57,scattered clouds,2022-05-16 00:40:47
481,Bulawayo,ZW,-20.15,28.5833,53.67,90,13,10.78,few clouds,2022-05-16 00:40:47
482,Sroda Wielkopolska,PL,52.2284,17.2762,48.22,79,0,4.81,clear sky,2022-05-16 00:39:06
483,Parit Buntar,MY,5.1267,100.4932,80.58,86,100,3.85,overcast clouds,2022-05-16 00:40:48
484,Belogorsk,RU,50.9158,128.4611,47.17,31,92,12.66,overcast clouds,2022-05-16 00:40:48
485,Biltine,TD,14.5333,20.9167,83.08,38,100,3.27,overcast clouds,2022-05-16 00:40:49
486,Pivijay,CO,10.4617,-74.6162,79.66,85,98,4.74,overcast clouds,2022-05-16 00:40:49
487,Lardos,GR,36.0942,28.0157,67.82,81,0,11.32,clear sky,2022-05-16 00:40:50
488,Vacaria,BR,-28.5122,-50.9339,49.95,98,100,4.97,overcast clouds,2022-05-16 00:40:50
489,Tchamba,TG,9.0333,1.4167,79.03,90,97,2.17,light rain,2022-05-16 00:40:50
490,Stargard Szczecinski,PL,53.3367,15.0499,42.82,87,77,2.77,broken clouds,2022-05-16 00:40:51
491,Arrifes,PT,37.7667,-25.7,63.23,77,75,31.07,broken clouds,2022-05-16 00:40:51
492,Osoyoos,CA,49.0331,-119.4524,55.81,95,100,4.61,overcast clouds,2022-05-16 00:40:48
493,Lagoa,PT,39.05,-27.9833,58.1,80,1,51.09,clear sky,2022-05-16 00:36:00
494,Sechura,PE,-5.5569,-80.8222,67.55,75,52,14.79,broken clouds,2022-05-16 00:40:52
495,Daitari,IN,21.1,85.75,79.72,81,53,4.32,broken clouds,2022-05-16 00:40:52
496,Mweka,CD,-4.85,21.5667,69.6,80,88,0.85,overcast clouds,2022-05-16 00:40:53
497,Palapye,BW,-22.546,27.1251,61.54,81,93,12.24,overcast clouds,2022-05-16 00:40:54
498,Salinas,US,36.6777,-121.6555,78.01,69,40,12.66,scattered clouds,2022-05-16 00:40:54
499,Consuegra,ES,39.4625,-3.608,60.24,57,37,6.76,scattered clouds,2022-05-16 00:40:55
500,Goderich,CA,43.7501,-81.7165,62.92,72,100,5.75,overcast clouds,2022-05-16 00:40:55
501,Nikel,RU,69.4128,30.222,37.58,83,100,7.25,overcast clouds,2022-05-16 00:40:56
502,Caxito,AO,-8.5785,13.6643,71.64,98,14,2.71,few clouds,2022-05-16 00:40:56
503,Dharmavaram,IN,14.4333,77.7167,80.53,69,100,12.57,overcast clouds,2022-05-16 00:40:56
504,Camocim,BR,-2.9022,-40.8411,77.45,88,43,9.91,scattered clouds,2022-05-16 00:39:48
505,Colares,PT,38.7992,-9.4469,65.79,77,65,15.99,broken clouds,2022-05-16 00:40:57
506,Aykhal,RU,66.0,111.5,36.91,92,100,3.09,overcast clouds,2022-05-16 00:40:57
507,Bichena,ET,10.45,38.2,58.23,25,49,3.11,scattered clouds,2022-05-16 00:40:58
508,Pangnirtung,CA,66.1451,-65.7125,16.2,91,49,4.63,scattered clouds,2022-05-16 00:38:27
509,Macas,EC,-2.3167,-78.1167,66.45,98,100,1.92,overcast clouds,2022-05-16 00:38:33
510,Yuryevets,RU,57.3201,43.1041,44.8,92,98,9.57,overcast clouds,2022-05-16 00:41:58
511,Mantua,IT,45.1667,10.7833,69.04,83,91,1.99,overcast clouds,2022-05-16 00:41:59
512,Kaseda,JP,31.4167,130.3167,62.73,76,100,4.07,light rain,2022-05-16 00:42:00
513,Port Augusta,AU,-32.5,137.7667,64.56,56,5,8.88,clear sky,2022-05-16 00:42:00
514,Srednekolymsk,RU,67.45,153.6833,32.97,97,100,13.33,overcast clouds,2022-05-16 00:42:01
515,Ingraj Bazar,IN,25.0,88.15,86.9,68,83,13.22,broken clouds,2022-05-16 00:42:01
516,North Bend,US,43.4065,-124.2243,67.91,79,100,20.71,overcast clouds,2022-05-16 00:42:02
517,Belyy Yar,RU,53.6039,91.3903,63.86,63,40,4.47,scattered clouds,2022-05-16 00:42:03
518,Saint-Augustin,CA,51.226,-58.6502,39.04,60,73,5.73,broken clouds,2022-05-16 00:42:03
519,Yarada,IN,17.65,83.2667,84.52,94,40,2.3,mist,2022-05-16 00:42:04
520,Bose,IT,45.4612,8.0137,65.21,85,94,4.27,overcast clouds,2022-05-16 00:42:04
521,San Patricio,US,28.017,-97.5169,87.19,69,0,14.97,clear sky,2022-05-16 00:42:06
522,Liberal,US,37.0431,-100.921,85.24,24,0,16.11,clear sky,2022-05-16 00:38:51
523,Leh,IN,34.1667,77.5833,44.76,54,37,4.32,scattered clouds,2022-05-16 00:38:08
524,Cabedelo,BR,-6.9811,-34.8339,77.67,86,98,7.63,overcast clouds,2022-05-16 00:42:07
525,Concordia,AR,-31.393,-58.0209,49.78,76,0,4.0,clear sky,2022-05-16 00:42:08
526,Tarrega,ES,41.647,1.1396,61.59,64,38,3.44,scattered clouds,2022-05-16 00:42:09
527,Krasnoselkup,RU,65.7,82.4667,50.68,97,100,3.69,moderate rain,2022-05-16 00:42:10
528,Waipawa,NZ,-41.4122,175.5153,55.74,97,100,4.9,overcast clouds,2022-05-16 00:42:11
529,Sistranda,NO,63.7256,8.834,40.96,58,100,10.51,overcast clouds,2022-05-16 00:42:11
530,West Wendover,US,40.7391,-114.0733,78.01,21,0,0.0,clear sky,2022-05-16 00:42:12
531,Bustamante,MX,26.5333,-100.5,91.74,23,0,9.53,clear sky,2022-05-16 00:42:12
532,Mineros,BO,-17.1167,-63.2333,68.94,65,100,9.57,overcast clouds,2022-05-16 00:42:13
533,Baker City,US,44.7749,-117.8344,69.51,43,75,24.16,broken clouds,2022-05-16 00:42:13
534,Benguela,AO,-12.5763,13.4055,74.41,81,8,2.51,clear sky,2022-05-16 00:42:14
535,Haysville,US,37.5645,-97.3523,76.03,57,0,16.11,clear sky,2022-05-16 00:42:14
536,Dingle,PH,10.9995,122.6711,84.52,69,99,1.77,overcast clouds,2022-05-16 00:42:15
537,Cayenne,GF,4.9333,-52.3333,80.1,1,100,3.44,heavy intensity rain,2022-05-16 00:41:52
538,Lensk,RU,60.7253,114.9278,43.07,89,100,5.59,overcast clouds,2022-05-16 00:42:16
539,Varhaug,NO,58.6147,5.6457,48.47,86,10,8.05,clear sky,2022-05-16 00:42:16
540,Roma,US,43.2128,-75.4557,73.54,64,0,9.22,clear sky,2022-05-16 00:40:26
541,Marystown,CA,47.1666,-55.1483,40.86,100,100,9.95,overcast clouds,2022-05-16 00:42:17
542,Brainerd,US,46.358,-94.2008,69.82,26,20,16.11,few clouds,2022-05-16 00:42:18
543,Port-Cartier,CA,50.0334,-66.8654,43.02,85,100,12.53,overcast clouds,2022-05-16 00:42:18
544,Aswan,EG,24.0934,32.907,85.3,14,100,12.66,overcast clouds,2022-05-16 00:42:19
545,Palmer,US,42.1584,-72.3287,72.21,76,100,6.91,overcast clouds,2022-05-16 00:39:27
546,Mehamn,NO,71.0357,27.8492,37.31,85,100,11.12,overcast clouds,2022-05-16 00:42:19
547,Bulgan,MN,48.8125,103.5347,60.44,22,9,3.29,clear sky,2022-05-16 00:42:20
548,Santa Fe,AR,-31.6333,-60.7,52.95,71,0,1.01,light rain,2022-05-16 00:42:21
549,Maine-Soroa,NE,13.2114,12.0241,83.01,21,79,7.61,broken clouds,2022-05-16 00:42:21
550,Yelan-Kolenovskiy,RU,51.1632,41.151,44.71,96,98,8.97,overcast clouds,2022-05-16 00:42:22
551,Alenquer,BR,-1.9417,-54.7383,75.22,96,100,2.8,overcast clouds,2022-05-16 00:42:22
552,Tiznit,MA,29.5833,-9.5,60.04,76,0,1.43,clear sky,2022-05-16 00:42:23
553,Lewistown,US,40.5992,-77.5714,72.34,100,75,5.75,broken clouds,2022-05-16 00:42:23
554,Ussuriysk,RU,43.7986,131.9508,59.83,52,99,3.91,overcast clouds,2022-05-16 00:42:23
555,San Quintin,MX,30.4833,-115.95,65.44,74,0,13.02,clear sky,2022-05-16 00:42:24
556,Chapleau,CA,47.8405,-83.4034,59.09,33,20,9.22,few clouds,2022-05-16 00:43:24
557,Dawlatabad,AF,36.4141,64.9053,69.12,40,0,1.45,clear sky,2022-05-16 00:43:25
558,Gabu,GW,12.2833,-14.2167,76.98,78,86,7.43,overcast clouds,2022-05-16 00:43:25
559,Alice Springs,AU,-23.7,133.8833,69.22,32,40,12.66,scattered clouds,2022-05-16 00:43:26
560,Rosendal,NO,59.9867,6.0135,51.51,80,96,4.03,overcast clouds,2022-05-16 00:43:26
561,Novouralsk,RU,57.2439,60.0839,44.44,86,74,3.36,broken clouds,2022-05-16 00:43:27
562,Sakhipur,BD,24.3,90.1833,84.11,80,99,13.53,overcast clouds,2022-05-16 00:43:27
563,Poum,NC,-20.2333,164.0167,78.31,73,79,19.73,broken clouds,2022-05-16 00:43:28
564,Nouadhibou,MR,20.931,-17.0347,75.18,64,100,16.11,overcast clouds,2022-05-16 00:43:28
565,Batticaloa,LK,7.7102,81.6924,80.13,75,35,5.06,scattered clouds,2022-05-16 00:43:29
566,Yumen,CN,40.2833,97.2,58.44,9,5,10.54,clear sky,2022-05-16 00:43:30
567,Jalu,LY,29.0331,21.5482,70.92,34,0,9.71,clear sky,2022-05-16 00:43:30
568,Burriana,ES,39.889,-0.085,68.7,67,6,2.89,clear sky,2022-05-16 00:43:31
569,Piacabucu,BR,-10.4056,-36.4344,76.86,85,100,4.99,overcast clouds,2022-05-16 00:43:31
570,Hoquiam,US,46.9809,-123.8893,59.85,92,100,16.11,light rain,2022-05-16 00:43:32
571,Fargo,US,46.8772,-96.7898,68.04,34,40,17.27,scattered clouds,2022-05-16 00:39:01
572,Polignano A Mare,IT,40.9959,17.2159,70.11,66,99,1.41,overcast clouds,2022-05-16 00:43:32
573,Dulce Nombre,HN,14.85,-88.8333,76.62,53,40,9.22,scattered clouds,2022-05-16 00:43:37
574,Areia Branca,BR,-4.9561,-37.1369,78.37,86,100,13.11,overcast clouds,2022-05-16 00:43:38
575,Jaspur,IN,29.2833,78.8167,85.57,19,9,6.11,clear sky,2022-05-16 00:43:38
576,Belmonte,BR,-15.8631,-38.8828,75.33,84,100,5.19,overcast clouds,2022-05-16 00:43:39
577,Mandalgovi,MN,45.7625,106.2708,58.98,16,70,2.15,broken clouds,2022-05-16 00:43:40
578,Bakchar,RU,57.0186,82.0711,59.77,64,10,3.98,clear sky,2022-05-16 00:43:40
579,Conde,BR,-7.2597,-34.9075,76.46,100,75,4.61,broken clouds,2022-05-16 00:43:41
580,Naze,JP,28.3667,129.4833,59.92,86,100,11.77,overcast clouds,2022-05-16 00:43:41
581,Olafsvik,IS,64.8945,-23.7142,47.16,92,100,14.7,overcast clouds,2022-05-16 00:43:42
582,Gasa,PS,31.5,34.4667,63.19,79,31,1.57,scattered clouds,2022-05-16 00:43:46
583,Los Algarrobos,PA,8.5,-82.4333,79.21,87,100,3.44,overcast clouds,2022-05-16 00:43:47
584,Cumberland,US,35.0502,-78.8664,81.1,59,0,8.05,clear sky,2022-05-16 00:41:30
585,Rawson,AR,-43.3002,-65.1023,49.35,74,13,11.14,few clouds,2022-05-16 00:42:43
586,Bardiyah,LY,31.7561,25.0865,65.03,82,0,9.24,clear sky,2022-05-16 00:43:48
587,Nhulunbuy,AU,-12.2333,136.7667,83.01,57,0,3.44,clear sky,2022-05-16 00:43:48
588,Isiolo,KE,0.3546,37.5822,64.94,77,69,8.25,broken clouds,2022-05-16 00:43:49
589,Luanda,AO,-8.8368,13.2343,78.8,83,75,4.61,broken clouds,2022-05-16 00:43:49
590,Acarau,BR,-2.8856,-40.12,77.34,90,60,10.65,broken clouds,2022-05-16 00:43:50
591,Capao Bonito,BR,-24.0058,-48.3494,57.7,99,31,3.06,scattered clouds,2022-05-16 00:43:50
592,Saryg-Sep,RU,51.5,95.6,63.45,26,27,2.33,scattered clouds,2022-05-16 00:43:50
593,Necochea,AR,-38.5473,-58.7368,53.24,76,100,25.14,overcast clouds,2022-05-16 00:42:36
594,Eureka,US,40.8021,-124.1637,71.67,72,0,5.01,clear sky,2022-05-16 00:43:51
595,Kant,IN,27.8,79.8,88.43,21,39,5.82,scattered clouds,2022-05-16 00:43:51
596,Lokosovo,RU,61.1333,74.8167,54.34,69,95,7.38,overcast clouds,2022-05-16 00:43:52
597,Manono,CD,-7.3,27.4167,71.44,59,84,3.65,broken clouds,2022-05-16 00:43:52
598,Saint-Paul,RE,-21.0096,55.2707,71.69,70,0,4.63,clear sky,2022-05-16 00:43:52
599,Luba,GQ,3.4568,8.5547,80.55,83,100,3.74,light rain,2022-05-16 00:43:53
600,Houma,US,29.5958,-90.7195,82.0,75,0,8.05,clear sky,2022-05-16 00:40:47
601,Paso De Los Toros,UY,-32.8167,-56.5167,43.18,60,0,8.88,clear sky,2022-05-16 00:43:53
602,Pasco,US,28.292,-82.4165,80.46,67,90,5.17,overcast clouds,2022-05-16 00:43:54
603,Aklavik,CA,68.2191,-135.0107,32.23,99,100,7.49,overcast clouds,2022-05-16 00:42:41
604,Sorland,NO,67.667,12.6934,39.06,74,100,22.39,overcast clouds,2022-05-16 00:44:54
605,Nyurba,RU,63.2842,118.3319,43.34,60,19,8.63,few clouds,2022-05-16 00:44:55
606,Vao,NC,-22.6667,167.4833,73.89,74,55,17.27,broken clouds,2022-05-16 00:44:52
607,Jiwani,PK,25.05,61.7417,82.06,74,0,4.83,clear sky,2022-05-16 00:44:55
608,Esmeraldas,BR,-19.7625,-44.3139,68.86,73,97,1.57,overcast clouds,2022-05-16 00:44:56
609,Nicoya,CR,10.1483,-85.452,80.91,80,100,3.29,overcast clouds,2022-05-16 00:44:56
610,Aquiraz,BR,-3.9014,-38.3911,80.69,89,100,8.21,overcast clouds,2022-05-16 00:44:56
611,Salta,AR,-24.7859,-65.4117,50.59,87,100,5.75,light intensity drizzle,2022-05-16 00:44:57
612,Kochki,RU,54.3358,80.4806,59.4,54,47,8.46,scattered clouds,2022-05-16 00:44:57
613,Waingapu,ID,-9.6567,120.2641,82.83,71,49,5.66,scattered clouds,2022-05-16 00:44:58
614,Bousso,TD,10.4795,16.7117,83.05,52,89,2.42,overcast clouds,2022-05-16 00:44:58
615,Guarulhos,BR,-23.4628,-46.5333,68.27,85,20,9.22,few clouds,2022-05-16 00:44:58
616,Batesville,US,35.7698,-91.641,68.63,90,0,11.5,clear sky,2022-05-16 00:44:59
617,Merauke,ID,-8.4667,140.3333,83.16,56,6,4.34,clear sky,2022-05-16 00:44:59
618,Beyneu,KZ,45.3167,55.2,63.9,50,0,6.58,clear sky,2022-05-16 00:44:59
619,Okhotsk,RU,59.3833,143.3,32.92,98,100,38.56,snow,2022-05-16 00:45:00
620,Minab,IR,27.1467,57.0801,82.89,25,0,1.99,clear sky,2022-05-16 00:43:50
621,Oistins,BB,13.0667,-59.5333,80.69,83,75,21.85,broken clouds,2022-05-16 00:45:01
622,Jackson,US,42.4165,-122.8345,76.37,41,0,14.97,clear sky,2022-05-16 00:45:01
623,Sault Sainte Marie,CA,46.5168,-84.3333,62.89,42,0,6.91,clear sky,2022-05-16 00:42:29
624,Pemangkat,ID,1.1667,108.9667,83.66,75,99,3.58,overcast clouds,2022-05-16 00:45:02
625,Faya,SA,18.3851,42.4509,62.71,12,3,6.33,clear sky,2022-05-16 00:45:02
626,Omsukchan,RU,62.5333,155.8,35.55,96,100,7.27,overcast clouds,2022-05-16 00:45:03
627,Chernihiv,UA,51.0,32.0,42.62,91,4,7.67,clear sky,2022-05-16 00:45:03
628,Yokadouma,CM,3.5167,15.05,70.16,89,99,0.78,overcast clouds,2022-05-16 00:45:04
629,Goedereede,NL,51.8175,3.9806,65.05,60,100,1.01,overcast clouds,2022-05-16 00:45:04
630,La Paz,BO,-16.5,-68.15,48.18,36,100,2.3,overcast clouds,2022-05-16 00:44:39
631,Innisfail,AU,-17.5333,146.0333,79.27,59,0,2.86,clear sky,2022-05-16 00:45:05
632,Kargat,RU,55.1956,80.2811,59.23,55,100,6.31,overcast clouds,2022-05-16 00:45:05
633,Nogent-Le-Rotrou,FR,48.3333,1.0,61.65,98,55,13.22,broken clouds,2022-05-16 00:45:06
634,Andujar,ES,38.0392,-4.0508,66.94,77,98,6.62,overcast clouds,2022-05-16 00:45:06
635,Sosva,RU,59.1766,61.8558,47.1,85,53,3.76,broken clouds,2022-05-16 00:45:07
636,Kilindoni,TZ,-7.9139,39.6668,80.67,68,1,16.58,clear sky,2022-05-16 00:45:07
637,Marquette,US,46.5333,-87.6335,62.04,70,74,5.1,broken clouds,2022-05-16 00:41:07
638,Krasnyy Yar,RU,46.5331,48.3456,57.13,58,78,6.58,broken clouds,2022-05-16 00:45:08
639,Lodja,CD,-3.4833,23.4333,70.41,88,10,0.6,clear sky,2022-05-16 00:45:09
640,Stare Mesto,CZ,50.087,14.4202,55.15,73,0,2.3,clear sky,2022-05-16 00:45:09
641,Kavaratti,IN,10.5669,72.642,79.92,84,100,14.58,overcast clouds,2022-05-16 00:45:10
642,Del Rio,US,29.3627,-100.8968,100.51,15,0,10.36,clear sky,2022-05-16 00:44:19
643,Galbshtadt,RU,53.2264,78.9845,62.62,49,14,7.99,few clouds,2022-05-16 00:45:10
644,Liuzhou,CN,24.3126,109.3892,60.21,81,100,8.03,overcast clouds,2022-05-16 00:45:11
645,Krasnoarmeysk,RU,51.0239,45.6969,44.22,93,8,10.78,clear sky,2022-05-16 00:45:11
646,Priyutnoye,RU,46.1011,43.5072,54.48,88,34,12.19,scattered clouds,2022-05-16 00:45:12
647,Chumikan,RU,54.7183,135.315,43.34,60,94,12.68,overcast clouds,2022-05-16 00:45:12
648,Bubaque,GW,11.2833,-15.8333,78.89,86,38,12.19,scattered clouds,2022-05-16 00:42:40
649,Barra Patuca,HN,15.8,-84.2833,79.34,81,9,8.77,clear sky,2022-05-16 00:46:13
650,Praya,CV,14.9215,-23.5087,81.14,44,0,23.02,clear sky,2022-05-16 00:46:00
651,Erdenet,MN,49.0333,104.0833,59.81,22,10,4.81,clear sky,2022-05-16 00:46:13
652,Mutare,ZW,-18.9707,32.6709,53.06,96,45,3.15,scattered clouds,2022-05-16 00:46:14
653,Kemi,FI,65.8596,24.8228,38.97,70,0,6.91,clear sky,2022-05-16 00:46:14
654,Kokstad,ZA,-30.5472,29.4241,47.12,93,0,4.59,clear sky,2022-05-16 00:46:15
655,Karasjok,NO,69.4719,25.5112,33.87,100,100,9.13,light snow,2022-05-16 00:46:15
656,Yaan,NG,7.3833,8.5667,77.09,85,45,5.59,scattered clouds,2022-05-16 00:46:16
657,Lashio,MM,22.9333,97.75,68.36,97,100,0.47,overcast clouds,2022-05-16 00:46:17
658,Baykit,RU,61.67,96.37,62.65,40,65,1.9,broken clouds,2022-05-16 00:46:17
659,Anzio,IT,41.4853,12.6179,65.14,90,15,6.38,few clouds,2022-05-16 00:46:17
660,Mataram,ID,-8.5833,116.1167,85.01,73,75,5.7,broken clouds,2022-05-16 00:46:18
661,Morro Bay,US,35.3658,-120.8499,86.94,61,21,4.0,few clouds,2022-05-16 00:46:18
662,Kupang,ID,-10.1667,123.5833,83.71,70,8,5.46,clear sky,2022-05-16 00:46:19
663,Betong,TH,5.7743,101.0723,77.32,90,100,0.51,overcast clouds,2022-05-16 00:46:19
664,Yeppoon,AU,-23.1333,150.7333,76.78,76,26,8.41,scattered clouds,2022-05-16 00:46:20
665,Ternate,ID,0.8,127.4,83.93,71,88,3.87,overcast clouds,2022-05-16 00:46:20
666,Novikovo,RU,51.1537,37.8879,45.41,95,100,10.78,overcast clouds,2022-05-16 00:44:51
667,Kozhva,RU,65.1073,57.0459,42.06,97,100,3.71,overcast clouds,2022-05-16 00:46:21
668,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,68.7,52,100,4.79,overcast clouds,2022-05-16 00:46:21
669,Xiongzhou,CN,25.1167,114.3,60.89,90,100,3.76,overcast clouds,2022-05-16 00:46:21
670,Puerto Leguizamo,CO,-0.1934,-74.7819,73.87,95,84,1.86,broken clouds,2022-05-16 00:46:23
671,Camacari,BR,-12.6975,-38.3242,82.17,89,100,1.86,overcast clouds,2022-05-16 00:46:24
672,Seoul,KR,37.5683,126.9778,62.2,45,0,8.05,clear sky,2022-05-16 00:45:54
673,Hanmer Springs,NZ,-42.5167,172.8167,59.18,82,85,1.45,overcast clouds,2022-05-16 00:46:24
674,Antalaha,MG,-14.9003,50.2788,71.17,83,24,6.98,few clouds,2022-05-16 00:46:24
675,Kwinana,AU,-32.25,115.7667,59.18,70,95,3.0,overcast clouds,2022-05-16 00:46:17
676,Chamonix-Mont-Blanc,FR,45.9238,6.8693,57.42,79,95,4.92,overcast clouds,2022-05-16 00:46:25
677,Elliot Lake,CA,46.3834,-82.6331,53.24,57,19,5.7,few clouds,2022-05-16 00:42:26
678,Pacific Grove,US,36.6177,-121.9166,71.87,83,75,10.36,broken clouds,2022-05-16 00:46:25
679,Dejen,ET,10.1667,38.1333,57.69,26,50,2.33,scattered clouds,2022-05-16 00:46:26
680,Chaah,MY,2.249,103.048,80.83,86,92,1.77,overcast clouds,2022-05-16 00:46:26
681,Khanpur,PK,28.6453,70.6567,81.23,54,0,13.58,clear sky,2022-05-16 00:44:37
682,Dunedin,NZ,-45.8742,170.5036,56.8,64,0,7.0,clear sky,2022-05-16 00:46:27
683,Dasoguz,TM,41.8363,59.9666,60.75,59,0,6.91,clear sky,2022-05-16 00:46:28
684,Ville-Marie,CA,47.3335,-79.433,61.03,88,100,2.33,overcast clouds,2022-05-16 00:46:28
685,Kamenskiy,RU,50.8855,45.488,44.01,95,7,9.26,clear sky,2022-05-16 00:46:29
686,Kulgam,IN,33.65,75.0167,59.74,51,100,0.98,overcast clouds,2022-05-16 00:46:29
687,Teya,RU,60.3778,92.6267,58.68,67,100,4.27,overcast clouds,2022-05-16 00:46:30
688,Lavrentiya,RU,65.5833,-171.0,31.78,76,62,10.69,broken clouds,2022-05-16 00:46:30
689,Dongying,CN,37.4564,118.4856,72.18,22,0,11.61,clear sky,2022-05-16 00:46:31
