City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
387,Arifwala,PK,2022-05-15 21:14:24,30.294,73.0735,92.01,12,0,9.71
388,Tocopilla,CL,2022-05-15 21:11:53,-22.092,-70.1979,67.44,64,56,7.07
389,Samana,DO,2022-05-15 21:11:47,19.2056,-69.3369,86.22,74,40,13.8
390,Bubaque,GW,2022-05-15 21:14:25,11.2833,-15.8333,79.47,84,77,19.89
391,Eldersburg,US,2022-05-15 21:14:25,39.4037,-76.9503,83.26,66,92,3.0
392,Kashan,IR,2022-05-15 21:14:26,33.9831,51.4364,78.67,12,5,1.57
393,Tebingtinggi,ID,2022-05-15 21:14:26,3.3285,99.1625,75.31,96,98,3.04
394,Gwanda,ZW,2022-05-15 21:14:27,-20.9333,29.0,60.46,84,62,10.6
395,Kabalo,CD,2022-05-15 21:14:27,-6.05,26.9167,74.84,67,65,4.7
396,Kysyl-Syr,RU,2022-05-15 21:14:27,63.8986,122.7617,28.85,70,93,7.96
397,Juneau,US,2022-05-15 21:11:58,58.3019,-134.4197,53.83,53,100,12.66
398,Halden,NO,2022-05-15 21:14:28,59.1226,11.3871,52.23,86,36,3.09
399,Callaway,US,2022-05-15 21:14:28,30.153,-85.5699,78.91,83,20,6.91
400,Blomberg,DE,2022-05-15 21:14:29,51.9433,9.0907,61.38,70,43,5.64
401,Tahta,EG,2022-05-15 21:14:29,26.7693,31.5021,81.12,19,65,14.05
402,Zharkent,KZ,2022-05-15 21:14:30,44.1628,80.0,60.03,70,100,5.41
403,Mazamari,PE,2022-05-15 21:14:30,-11.3258,-74.5308,82.06,69,89,0.81
404,Acapulco,MX,2022-05-15 21:11:07,16.8634,-99.8901,89.42,62,20,12.66
405,Najran,SA,2022-05-15 21:15:31,17.4924,44.1277,75.85,9,27,2.51
406,Senneterre,CA,2022-05-15 21:15:31,48.3835,-77.2328,77.76,33,100,4.54
407,Boca Do Acre,BR,2022-05-15 21:15:31,-8.7522,-67.3978,80.69,94,100,0.87
408,Constitucion,CL,2022-05-15 21:15:32,-35.3333,-72.4167,58.5,57,100,5.99
409,Sharkan,RU,2022-05-15 21:15:32,57.2989,53.8712,46.13,84,22,3.58
410,Maridi,SS,2022-05-15 21:15:33,4.9158,29.4742,68.49,94,95,3.13
411,Tabuk,PH,2022-05-15 21:15:33,17.4189,121.4443,75.38,90,100,2.62
412,Abalak,RU,2022-05-15 21:15:34,58.1286,68.5944,50.52,71,99,5.37
413,Iracoubo,GF,2022-05-15 21:15:34,5.4802,-53.2011,79.65,90,100,10.54
414,Linhares,BR,2022-05-15 21:15:35,-19.3911,-40.0722,74.3,69,98,5.77
415,Mitchell,US,2022-05-15 21:15:35,43.7094,-98.0298,73.38,33,0,16.11
416,Trincomalee,LK,2022-05-15 21:15:36,8.5711,81.2335,81.77,76,46,20.24
417,Buala,SB,2022-05-15 21:15:36,-8.145,159.5921,80.64,80,13,2.8
418,Alofi,NU,2022-05-15 21:15:37,-19.0595,-169.9187,75.09,78,100,8.05
419,Tecoanapa,MX,2022-05-15 21:15:37,16.5167,-98.75,88.7,57,36,12.3
420,Las Vegas,US,2022-05-15 21:14:36,36.175,-115.1372,101.26,6,0,8.05
421,Vilyuysk,RU,2022-05-15 21:15:38,63.7553,121.6247,29.1,73,68,7.27
422,Christchurch,NZ,2022-05-15 21:13:47,-43.5333,172.6333,55.9,95,100,3.0
423,Palasa,IN,2022-05-15 21:15:38,18.7667,84.4167,82.04,88,90,11.05
424,Waterloo,CA,2022-05-15 21:14:56,43.4668,-80.5164,81.54,52,24,11.74
425,Singaraja,ID,2022-05-15 21:15:39,-8.112,115.0882,78.35,77,34,4.29
426,Dabakala,CI,2022-05-15 21:15:40,8.3667,-4.4333,79.56,74,100,8.41
427,Khandbari,NP,2022-05-15 21:15:40,27.3747,87.2039,71.02,80,42,3.29
428,Heinola,FI,2022-05-15 21:15:40,61.2056,26.0381,46.99,63,99,8.46
429,Baghdad,IQ,2022-05-15 21:15:41,33.3406,44.4009,80.51,36,10,2.3
430,Toccoa,US,2022-05-15 21:15:41,34.5773,-83.3324,85.59,35,40,0.0
431,Barra Patuca,HN,2022-05-15 21:15:42,15.8,-84.2833,83.1,71,35,9.64
432,Rawatsar,IN,2022-05-15 21:15:42,29.2833,74.3833,91.35,12,8,14.58
433,Mubi,NG,2022-05-15 21:15:43,10.2676,13.2644,82.13,55,45,8.39
434,Naushki,RU,2022-05-15 21:15:43,50.3828,106.1056,53.65,28,84,3.74
435,Neryungri,RU,2022-05-15 21:15:44,56.6709,124.6491,29.32,95,100,1.99
436,Muros,ES,2022-05-15 21:15:44,42.7762,-9.0603,63.09,83,98,18.01
437,Muroto,JP,2022-05-15 21:15:45,33.2833,134.15,60.53,78,100,4.56
438,Aldan,RU,2022-05-15 21:15:45,58.6031,125.3894,22.93,93,99,1.34
439,Coihaique,CL,2022-05-15 21:15:46,-45.5752,-72.0662,48.81,70,0,3.44
440,Carutapera,BR,2022-05-15 21:15:50,-1.195,-46.02,79.36,89,46,7.78
441,Caconda,AO,2022-05-15 21:15:51,-13.7333,15.0667,64.99,51,93,3.56
442,Manokwari,ID,2022-05-15 21:15:51,-0.8667,134.0833,78.71,79,99,6.33
443,Florianopolis,BR,2022-05-15 21:15:52,-27.6146,-48.5012,65.7,86,75,6.91
444,Korla,CN,2022-05-15 21:15:52,41.7597,86.1469,70.56,23,82,5.95
445,San Quintin,MX,2022-05-15 21:15:53,30.4833,-115.95,72.55,55,5,14.7
446,Shetpe,KZ,2022-05-15 21:15:53,44.1667,52.1167,66.27,45,0,4.03
447,Olafsvik,IS,2022-05-15 21:15:54,64.8945,-23.7142,47.5,92,99,16.22
448,Hakkari,TR,2022-05-15 21:15:54,37.5833,44.1667,47.98,100,40,3.44
449,Rocha,UY,2022-05-15 21:15:55,-34.4833,-54.3333,50.5,62,4,11.5
450,Tashtyp,RU,2022-05-15 21:15:55,52.7939,89.8983,58.59,74,99,6.4
451,Calbuco,CL,2022-05-15 21:16:55,-41.768,-73.1273,56.41,72,100,6.44
452,Mineros,BO,2022-05-15 21:16:56,-17.1167,-63.2333,65.95,88,100,9.06
453,Jaca,ES,2022-05-15 21:16:56,42.569,-0.5499,63.99,78,100,4.36
454,Okhotsk,RU,2022-05-15 21:16:57,59.3833,143.3,33.24,97,100,41.88
455,Puerto Del Rosario,ES,2022-05-15 21:16:57,28.5004,-13.8627,69.55,78,20,9.22
456,Sioux Lookout,CA,2022-05-15 21:16:58,50.1001,-91.917,46.47,71,100,14.97
457,Chinsali,ZM,2022-05-15 21:16:58,-10.5414,32.0816,58.51,72,0,7.63
458,Gillette,US,2022-05-15 21:15:20,44.2911,-105.5022,64.81,43,0,5.75
459,Koson,UZ,2022-05-15 21:16:59,39.0375,65.585,66.52,47,0,5.77
460,Tubuala,PA,2022-05-15 21:16:59,9.5167,-79.0333,83.12,82,63,9.31
461,Diamantino,BR,2022-05-15 21:17:00,-14.4086,-56.4461,83.82,54,48,3.49
462,Lata,PT,2022-05-15 21:17:00,40.1629,-8.3327,65.8,81,38,4.16
463,Namibe,AO,2022-05-15 21:17:01,-15.1961,12.1522,71.17,66,1,7.49
464,Berlevag,NO,2022-05-15 21:17:01,70.8578,29.0864,39.15,81,75,12.66
465,Vestmannaeyjar,IS,2022-05-15 21:17:01,63.4427,-20.2734,49.26,89,100,21.97
466,Vallenar,CL,2022-05-15 21:17:02,-28.5708,-70.7581,73.71,28,0,6.76
467,Herne Bay,GB,2022-05-15 21:17:02,51.373,1.1286,60.94,86,93,1.01
468,Tessalit,ML,2022-05-15 21:17:03,20.1986,1.0114,91.38,8,2,8.08
469,Nemuro,JP,2022-05-15 21:17:03,43.3236,145.575,44.15,85,0,10.18
470,Doha,QA,2022-05-15 21:15:29,25.2867,51.5333,87.78,35,0,5.75
471,Salamiyah,SY,2022-05-15 21:17:04,35.0113,37.0532,60.71,66,0,15.12
472,Ponta Delgada,PT,2022-05-15 21:17:04,37.7333,-25.6667,65.5,77,40,23.02
473,Qaqortoq,GL,2022-05-15 21:17:05,60.7167,-46.0333,33.19,70,40,3.18
474,Calvinia,ZA,2022-05-15 21:17:05,-31.4707,19.776,56.53,21,0,8.01
475,Tarabuco,BO,2022-05-15 21:17:06,-19.1667,-64.9167,50.99,69,32,7.99
476,Mayahi,NE,2022-05-15 21:17:06,13.9553,7.6712,89.76,12,2,15.1
477,Basco,PH,2022-05-15 21:17:07,20.4487,121.9702,80.98,82,99,15.35
478,Yar,RU,2022-05-15 21:17:07,58.249,52.1026,43.45,90,26,4.32
479,Dunedin,NZ,2022-05-15 21:17:07,-45.8742,170.5036,50.81,81,10,5.01
480,Udachnyy,RU,2022-05-15 21:17:08,66.4167,112.4,35.28,90,100,3.85
481,Yulara,AU,2022-05-15 21:17:08,-25.2406,130.9889,55.15,42,0,9.06
482,Maryborough,AU,2022-05-15 21:17:09,-25.5333,152.7,71.11,96,78,3.11
483,Makakilo City,US,2022-05-15 21:17:09,21.3469,-158.0858,82.72,55,0,17.27
484,Fort Nelson,CA,2022-05-15 21:17:10,58.8053,-122.7002,58.59,36,40,9.22
485,Chimbote,PE,2022-05-15 21:17:10,-9.0853,-78.5783,67.55,74,66,8.77
486,Tukrah,LY,2022-05-15 21:17:11,32.5341,20.5791,65.86,64,0,5.17
487,Saint-Denis,FR,2022-05-15 21:17:11,48.9167,2.3333,67.14,85,75,11.5
488,Sao Raimundo Nonato,BR,2022-05-15 21:17:12,-9.0153,-42.6994,84.97,42,100,5.1
489,Beringovskiy,RU,2022-05-15 21:17:12,63.05,179.3167,38.86,75,63,5.93
490,Hualmay,PE,2022-05-15 21:17:13,-11.0964,-77.6139,68.07,73,64,9.37
491,Kieta,PG,2022-05-15 21:17:13,-6.2167,155.6333,79.97,82,8,1.5
492,Veraval,IN,2022-05-15 21:17:14,20.9,70.3667,83.14,79,0,14.92
493,Igrim,RU,2022-05-15 21:17:16,63.1906,64.4162,44.55,92,29,5.66
494,Otatitlan,MX,2022-05-15 21:17:16,18.2,-96.0333,99.23,26,28,10.98
495,Prince Rupert,CA,2022-05-15 21:13:08,54.3161,-130.3201,50.09,87,100,6.91
496,Padang,ID,2022-05-15 21:17:17,-0.9492,100.3543,75.25,90,88,2.91
497,Waw,SS,2022-05-15 21:17:17,7.7029,27.9953,75.45,87,78,4.52
498,Walvis Bay,NA,2022-05-15 21:15:22,-22.9575,14.5053,79.75,19,0,14.97
499,Ambon,ID,2022-05-15 21:18:18,-3.6954,128.1814,73.54,100,40,2.3
500,Port-Gentil,GA,2022-05-15 21:18:18,-0.7193,8.7815,82.36,89,100,9.22
501,Pervomayskoye,RU,2022-05-15 21:18:19,43.919,46.7102,66.11,60,81,6.62
502,Port Lincoln,AU,2022-05-15 21:18:14,-34.7333,135.8667,57.36,70,73,14.92
503,Dongkan,CN,2022-05-15 21:18:19,33.9997,119.8308,54.39,53,4,8.34
504,Hudiksvall,SE,2022-05-15 21:18:20,61.729,17.1036,43.43,51,2,13.76
505,Gadsden,US,2022-05-15 21:13:26,34.0143,-86.0066,90.01,46,30,5.75
506,General Roca,AR,2022-05-15 21:18:20,-39.0333,-67.5833,56.62,27,0,5.84
507,Tecpan,GT,2022-05-15 21:18:21,14.7623,-90.9947,67.89,57,100,3.49
508,Muisne,EC,2022-05-15 21:16:16,0.6,-80.0333,80.08,83,85,11.77
509,Mischii,RO,2022-05-15 21:18:21,44.3833,23.85,65.16,71,0,5.99
510,Deep River,CA,2022-05-15 21:15:13,46.1001,-77.4995,80.94,40,76,6.33
511,Ginda,IN,2022-05-15 21:18:22,30.6945,78.4932,65.52,24,2,8.52
512,Jabinyanah,TN,2022-05-15 21:18:22,35.035,10.9081,78.6,49,86,17.72
513,New Iberia,US,2022-05-15 21:18:23,30.0035,-91.8187,89.67,48,40,6.91
514,Altamira,BR,2022-05-15 21:18:23,-3.2033,-52.2064,78.89,100,75,2.3
515,Chegdomyn,RU,2022-05-15 21:18:23,51.1167,133.0167,35.26,83,93,3.42
516,Miri,MY,2022-05-15 21:18:24,4.4148,114.0089,77.14,94,40,2.3
517,Talnakh,RU,2022-05-15 21:18:24,69.4865,88.3972,35.38,95,100,10.42
518,Niquelandia,BR,2022-05-15 21:18:25,-14.4739,-48.4597,83.08,38,69,4.16
519,Bathsheba,BB,2022-05-15 21:18:25,13.2167,-59.5167,83.01,83,75,18.41
520,Enshi,CN,2022-05-15 21:18:26,30.3,109.4833,50.7,96,64,1.57
521,Balkhash,KZ,2022-05-15 21:18:26,46.844,74.9804,63.68,50,5,8.12
522,Natividad,PH,2022-05-15 21:18:27,16.0443,120.7987,77.52,93,100,0.58
523,Taoudenni,ML,2022-05-15 21:18:27,22.6783,-3.9836,92.77,7,39,12.84
524,Stephenville,US,2022-05-15 21:15:15,32.2207,-98.2023,101.16,27,0,10.36
525,Dukat,RU,2022-05-15 21:18:28,62.55,155.55,32.29,100,100,5.53
526,Whitianga,NZ,2022-05-15 21:15:28,-36.8333,175.7,65.1,89,100,14.09
527,Susanville,US,2022-05-15 21:18:04,40.4163,-120.653,77.92,26,0,14.97
528,Tazovskiy,RU,2022-05-15 21:18:29,67.4667,78.7,39.69,100,100,4.0
529,Yuanping,CN,2022-05-15 21:18:29,38.7153,112.7575,50.27,27,6,2.62
530,Kasongo-Lunda,CD,2022-05-15 21:18:29,-6.4667,16.8167,72.43,71,73,1.23
531,Ballina,AU,2022-05-15 21:18:30,-28.8667,153.5667,70.79,94,10,4.12
532,Surovikino,RU,2022-05-15 21:18:30,48.6078,42.8486,50.9,79,6,8.97
533,Valparaiso,CL,2022-05-15 21:18:31,-33.0393,-71.6273,55.04,100,100,11.5
534,Denpasar,ID,2022-05-15 21:17:13,-8.65,115.2167,78.46,88,20,3.44
535,Imbituba,BR,2022-05-15 21:18:31,-28.24,-48.6703,66.09,99,47,4.0
536,La Cruz,MX,2022-05-15 21:18:32,23.9167,-106.9,84.06,59,89,8.23
537,Indiaroba,BR,2022-05-15 21:18:32,-11.5192,-37.5117,74.62,93,20,3.83
538,Noumea,NC,2022-05-15 21:18:33,-22.2763,166.4572,75.99,99,84,8.41
539,Cape Canaveral,US,2022-05-15 21:18:33,28.4058,-80.6048,86.09,73,0,13.8
540,Olga,RU,2022-05-15 21:18:34,43.7444,135.2892,46.53,64,18,3.18
541,Flinders,AU,2022-05-15 21:18:34,-34.5833,150.8552,57.38,92,0,3.0
542,Coruripe,BR,2022-05-15 21:18:34,-10.1256,-36.1756,77.47,84,72,7.99
543,Mvuma,ZW,2022-05-15 21:18:35,-19.2792,30.5283,53.58,83,0,8.68
544,Bilibino,RU,2022-05-15 21:18:35,68.0546,166.4372,27.52,89,83,4.34
545,Olden,NO,2022-05-15 21:18:36,61.8364,6.8064,45.34,97,100,3.0
546,Batemans Bay,AU,2022-05-15 21:19:36,-35.7167,150.1833,58.1,83,0,6.38
547,San Rafael Del Sur,NI,2022-05-15 21:19:37,11.8485,-86.4384,94.17,58,86,5.82
548,Narsaq,GL,2022-05-15 21:19:37,60.9167,-46.05,43.02,66,33,4.23
549,Mbanza-Ngungu,CD,2022-05-15 21:19:37,-5.25,14.8667,70.21,89,66,1.54
550,Khoy,IR,2022-05-15 21:19:38,38.5504,44.9535,60.39,73,95,5.48
551,Port Hedland,AU,2022-05-15 21:19:38,-20.3167,118.5667,71.65,53,40,5.75
552,Kasama,ZM,2022-05-15 21:19:39,-10.2129,31.1808,55.36,85,1,4.09
553,Ardakan,IR,2022-05-15 21:19:39,32.31,54.0175,74.16,11,0,4.07
554,Ziyang,CN,2022-05-15 21:19:39,29.2497,117.8547,53.71,85,99,0.98
555,Santa Fe,AR,2022-05-15 21:19:40,-31.6333,-60.7,62.94,50,0,5.01
556,College,US,2022-05-15 21:19:40,64.8569,-147.8028,51.01,47,75,11.5
557,Half Moon Bay,US,2022-05-15 21:17:05,37.4636,-122.4286,79.54,75,100,32.21
558,Matay,EG,2022-05-15 21:19:41,28.419,30.7792,74.73,37,57,19.57
559,Acarau,BR,2022-05-15 21:19:41,-2.8856,-40.12,79.61,85,81,12.12
560,Sao Filipe,CV,2022-05-15 21:19:42,14.8961,-24.4956,75.9,71,10,7.02
561,Pacific Grove,US,2022-05-15 21:18:27,36.6177,-121.9166,78.39,83,75,10.36
562,Broken Hill,AU,2022-05-15 21:19:42,-31.95,141.4333,54.46,59,0,6.35
563,Rafsanjan,IR,2022-05-15 21:19:42,30.4067,55.9939,67.98,17,0,2.62
564,Balykshi,KZ,2022-05-15 21:19:43,47.0667,51.8667,59.0,88,40,4.47
565,Okha,RU,2022-05-15 21:19:43,53.5739,142.9478,32.79,96,78,9.64
566,Balinad,PH,2022-05-15 21:19:44,13.2926,123.5454,75.02,91,100,1.5
567,Ulladulla,AU,2022-05-15 21:19:44,-35.35,150.4667,58.44,72,0,5.79
568,Malko Tarnovo,BG,2022-05-15 21:19:44,41.9833,27.5333,53.78,88,91,1.12
569,Abu Kamal,SY,2022-05-15 21:19:45,34.4506,40.9171,77.38,43,11,24.83
570,Marawi,PH,2022-05-15 21:19:45,7.9986,124.2928,68.58,93,99,1.68
571,Puerto Cabezas,NI,2022-05-15 21:19:46,14.0351,-83.3888,85.96,84,40,4.61
572,Hay River,CA,2022-05-15 21:19:50,60.8156,-115.7999,55.38,47,75,11.5
573,Tiznit,MA,2022-05-15 21:19:50,29.5833,-9.5,61.14,80,2,3.96
574,Vryburg,ZA,2022-05-15 21:19:55,-26.9566,24.7284,60.31,48,52,11.83
575,Nueve De Julio,AR,2022-05-15 21:19:55,-35.4444,-60.8831,53.49,45,13,12.86
576,Kudahuvadhoo,MV,2022-05-15 21:19:56,2.6708,72.8944,83.75,75,90,18.05
577,Bud,US,2022-05-15 21:19:56,39.447,-86.1758,86.32,38,35,3.62
578,Samarai,PG,2022-05-15 21:19:56,-10.6167,150.6667,78.85,81,2,4.52
579,Svetlyy,RU,2022-05-15 21:19:57,54.675,20.1347,41.05,90,2,5.41
580,Kaniv,UA,2022-05-15 21:19:57,49.7518,31.46,49.39,76,32,9.31
581,Salsk,RU,2022-05-15 21:19:57,46.4725,41.5428,52.09,92,28,8.34
